"ROAD","LI","CONTRI","JF","CF","SP","DE","TIME"
"Pokharan No. 1 Road","502-03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","4.5527","0.70","11.02","+","2016-06-11 12:29:27"
"Kamgar Hospital No 33 Road","502+02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","6.7980","0.80","17.08","-","2016-06-11 12:39:57"
"Kamgar Hospital No 33 Road","502-02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","7.5235","0.70","15.47","+","2016-06-11 12:39:57"
"Kamgar Hospital No 33 Road","502-02924","Wagle Industrial Estate","5.8169","0.70","15.04","+","2016-06-11 12:39:57"
"Krishna Nagar No 2 Road","502+02946","Hutatma Maruti Kumar Path/Dr. Ambedkar Path","5.8646","0.70","14.96","-","2016-06-11 12:39:02"
"Krishna Nagar No 2 Road","502-02946","Edulji Road","6.1647","0.70","14.44","+","2016-06-11 12:39:01"
"Eastern Express Highway","502-03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","5.5899","0.89","27.96","+","2016-06-11 12:39:56"
"Eastern Express Highway","502-03126","Savitribai Phule Marg","5.9707","0.88","26.13","+","2016-06-11 12:39:56"
"Eastern Express Highway","502-03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","6.1313","0.88","26.90","+","2016-06-11 12:39:56"
"Eastern Express Highway","502-03126","Late Mahadev Gopal Patil Marg","6.2031","0.88","29.09","+","2016-06-11 12:39:56"
"Eastern Express Highway","502-03126","Sai Baba Mandir Road","6.3135","0.88","30.96","+","2016-06-11 12:39:56"
"Eastern Express Highway","502-03126","Advokate Almeda Marg","6.5851","0.87","27.89","+","2016-06-11 12:39:56"
"Eastern Express Highway","502+03126","Sai Baba Mandir Road","3.0099","0.90","42.92","-","2016-06-11 12:39:38"
"Eastern Express Highway","502+03126","Late Mahadev Gopal Patil Marg","3.8519","0.87","46.45","-","2016-06-11 12:39:38"
"Eastern Express Highway","502+03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","4.0288","0.89","46.36","-","2016-06-11 12:39:38"
"Eastern Express Highway","502+03126","Savitribai Phule Marg","3.3409","0.88","48.65","-","2016-06-11 12:39:38"
"Eastern Express Highway","502+03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","3.3510","0.82","43.98","-","2016-06-11 12:39:38"
"Pokharan No. 1 Road","502+03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","7.0310","0.70","11.90","-","2016-06-11 12:39:13"
"Pokharan No. 1 Road","502+03206","Cadbury Company Chowk/Eastern Express Highway","6.2680","0.70","11.41","-","2016-06-11 12:39:13"
"Pokharan No. 1 Road","502+03206","V. V. Shirwadkar Marg","6.6579","0.70","14.13","-","2016-06-11 12:39:13"
"Pokharan No. 1 Road","502+03206","Dhramveer Anand Chintamani Dighe Marg","7.5577","0.70","13.47","-","2016-06-11 12:39:13"
"Pokharan No. 1 Road","502-03206","V. V. Shirwadkar Marg","5.6675","0.70","17.13","+","2016-06-11 12:39:26"
"Pokharan No. 1 Road","502-03206","Cadbury Company Chowk/Eastern Express Highway","5.9245","0.70","16.04","+","2016-06-11 12:39:26"
"Pokharan No. 1 Road","502-03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","4.5527","0.70","11.02","+","2016-06-11 12:39:26"
"Kamgar Hospital No 33 Road","502+02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","6.8170","0.74","17.03","-","2016-06-11 12:49:57"
"Kamgar Hospital No 33 Road","502-02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","7.6420","0.70","15.21","+","2016-06-11 12:49:57"
"Kamgar Hospital No 33 Road","502-02924","Wagle Industrial Estate","5.8169","0.70","15.04","+","2016-06-11 12:49:57"
"Krishna Nagar No 2 Road","502+02946","Hutatma Maruti Kumar Path/Dr. Ambedkar Path","4.9388","0.80","16.56","-","2016-06-11 12:49:11"
"Krishna Nagar No 2 Road","502-02946","Edulji Road","6.3056","0.70","14.19","+","2016-06-11 12:49:05"
"Eastern Express Highway","502-03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","4.6370","0.78","32.56","+","2016-06-11 12:49:56"
"Eastern Express Highway","502-03126","Savitribai Phule Marg","4.4431","0.78","33.50","+","2016-06-11 12:49:56"
"Eastern Express Highway","502-03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","4.5067","0.78","35.22","+","2016-06-11 12:49:56"
"Eastern Express Highway","502-03126","Late Mahadev Gopal Patil Marg","4.3464","0.78","39.51","+","2016-06-11 12:49:56"
"Eastern Express Highway","502-03126","Sai Baba Mandir Road","4.2793","0.78","43.39","+","2016-06-11 12:49:56"
"Eastern Express Highway","502-03126","Advokate Almeda Marg","4.7433","0.77","38.59","+","2016-06-11 12:49:56"
"Eastern Express Highway","502+03126","Sai Baba Mandir Road","4.7571","0.97","35.25","-","2016-06-11 12:49:46"
"Eastern Express Highway","502+03126","Late Mahadev Gopal Patil Marg","5.5038","0.97","36.49","-","2016-06-11 12:49:46"
"Eastern Express Highway","502+03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","4.9969","0.92","40.26","-","2016-06-11 12:49:46"
"Eastern Express Highway","502+03126","Savitribai Phule Marg","2.8465","0.78","50.77","-","2016-06-11 12:49:46"
"Eastern Express Highway","502+03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","3.5877","0.75","43.06","-","2016-06-11 12:49:46"
"Pokharan No. 1 Road","502+03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","5.5201","0.80","14.31","-","2016-06-11 12:49:04"
"Pokharan No. 1 Road","502+03206","Cadbury Company Chowk/Eastern Express Highway","6.4273","0.74","11.19","-","2016-06-11 12:49:04"
"Pokharan No. 1 Road","502+03206","V. V. Shirwadkar Marg","6.6942","0.70","14.06","-","2016-06-11 12:49:04"
"Pokharan No. 1 Road","502+03206","Dhramveer Anand Chintamani Dighe Marg","6.9732","0.76","14.60","-","2016-06-11 12:49:04"
"Pokharan No. 1 Road","502-03206","V. V. Shirwadkar Marg","5.8838","0.70","16.71","+","2016-06-11 12:49:27"
"Pokharan No. 1 Road","502-03206","Cadbury Company Chowk/Eastern Express Highway","6.1211","0.70","15.67","+","2016-06-11 12:49:27"
"Pokharan No. 1 Road","502-03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","4.5527","0.70","11.02","+","2016-06-11 12:49:27"
"Kamgar Hospital No 33 Road","502+02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","6.8255","0.72","17.02","-","2016-06-11 12:59:57"
"Kamgar Hospital No 33 Road","502-02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","7.6938","0.70","15.09","+","2016-06-11 12:59:57"
"Kamgar Hospital No 33 Road","502-02924","Wagle Industrial Estate","5.8169","0.70","15.04","+","2016-06-11 12:59:57"
"Krishna Nagar No 2 Road","502+02946","Hutatma Maruti Kumar Path/Dr. Ambedkar Path","5.4568","0.74","15.66","-","2016-06-11 12:59:02"
"Krishna Nagar No 2 Road","502-02946","Edulji Road","6.3674","0.70","14.09","+","2016-06-11 12:59:01"
"Eastern Express Highway","502-03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","2.7793","0.94","39.71","+","2016-06-11 12:59:56"
"Eastern Express Highway","502-03126","Savitribai Phule Marg","4.2532","0.91","34.41","+","2016-06-11 12:59:56"
"Eastern Express Highway","502-03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","4.5161","0.91","35.17","+","2016-06-11 12:59:56"
"Eastern Express Highway","502-03126","Late Mahadev Gopal Patil Marg","4.7987","0.90","36.97","+","2016-06-11 12:59:56"
"Eastern Express Highway","502-03126","Sai Baba Mandir Road","4.5273","0.84","41.87","+","2016-06-11 12:59:56"
"Eastern Express Highway","502-03126","Advokate Almeda Marg","3.9215","0.73","43.22","+","2016-06-11 12:59:56"
"Eastern Express Highway","502+03126","Sai Baba Mandir Road","4.0291","0.95","39.12","-","2016-06-11 12:59:37"
"Eastern Express Highway","502+03126","Late Mahadev Gopal Patil Marg","5.0217","0.96","39.48","-","2016-06-11 12:59:37"
"Eastern Express Highway","502+03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","4.6123","0.93","42.69","-","2016-06-11 12:59:37"
"Eastern Express Highway","502+03126","Savitribai Phule Marg","2.8275","0.75","50.85","-","2016-06-11 12:59:37"
"Eastern Express Highway","502+03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","3.7163","0.73","42.56","-","2016-06-11 12:59:37"
"Pokharan No. 1 Road","502+03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","6.3814","0.74","12.94","-","2016-06-11 12:59:11"
"Pokharan No. 1 Road","502+03206","Cadbury Company Chowk/Eastern Express Highway","6.5018","0.71","11.08","-","2016-06-11 12:59:11"
"Pokharan No. 1 Road","502+03206","V. V. Shirwadkar Marg","6.4782","0.76","14.45","-","2016-06-11 12:59:11"
"Pokharan No. 1 Road","502+03206","Dhramveer Anand Chintamani Dighe Marg","7.3223","0.79","13.93","-","2016-06-11 12:59:11"
"Pokharan No. 1 Road","502-03206","V. V. Shirwadkar Marg","6.0906","0.70","16.31","+","2016-06-11 12:59:26"
"Pokharan No. 1 Road","502-03206","Cadbury Company Chowk/Eastern Express Highway","6.3235","0.70","15.29","+","2016-06-11 12:59:26"
"Pokharan No. 1 Road","502-03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","4.5527","0.70","11.02","+","2016-06-11 12:59:26"
"Kamgar Hospital No 33 Road","502+02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","7.0851","0.70","16.44","-","2016-06-11 13:09:57"
"Kamgar Hospital No 33 Road","502-02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","7.7169","0.70","15.04","+","2016-06-11 13:09:57"
"Kamgar Hospital No 33 Road","502-02924","Wagle Industrial Estate","6.0384","0.70","14.66","+","2016-06-11 13:09:57"
"Krishna Nagar No 2 Road","502+02946","Hutatma Maruti Kumar Path/Dr. Ambedkar Path","6.0124","0.72","14.70","-","2016-06-11 13:09:02"
"Krishna Nagar No 2 Road","502-02946","Edulji Road","6.3948","0.70","14.04","+","2016-06-11 13:09:04"
"Eastern Express Highway","502-03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","1.2286","0.87","44.90","+","2016-06-11 13:09:56"
"Eastern Express Highway","502-03126","Savitribai Phule Marg","0","0.88","50.01","+","2016-06-11 13:09:56"
"Eastern Express Highway","502-03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","0","0.93","55.18","+","2016-06-11 13:09:56"
"Eastern Express Highway","502-03126","Late Mahadev Gopal Patil Marg","0.6830","0.90","54.35","+","2016-06-11 13:09:56"
"Eastern Express Highway","502-03126","Sai Baba Mandir Road","1.6888","0.89","54.86","+","2016-06-11 13:09:56"
"Eastern Express Highway","502-03126","Advokate Almeda Marg","1.4408","0.89","53.20","+","2016-06-11 13:09:56"
"Eastern Express Highway","502+03126","Sai Baba Mandir Road","0.3898","0.96","52.56","-","2016-06-11 13:09:37"
"Eastern Express Highway","502+03126","Late Mahadev Gopal Patil Marg","2.0271","0.93","54.29","-","2016-06-11 13:09:37"
"Eastern Express Highway","502+03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","1.9482","0.92","55.50","-","2016-06-11 13:09:37"
"Eastern Express Highway","502+03126","Savitribai Phule Marg","1.2871","0.98","57.47","-","2016-06-11 13:09:37"
"Eastern Express Highway","502+03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","1.8502","0.91","49.81","-","2016-06-11 13:09:37"
"Pokharan No. 1 Road","502+03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","6.7166","0.72","12.40","-","2016-06-11 13:09:16"
"Pokharan No. 1 Road","502+03206","Cadbury Company Chowk/Eastern Express Highway","6.5348","0.70","11.04","-","2016-06-11 13:09:16"
"Pokharan No. 1 Road","502+03206","V. V. Shirwadkar Marg","6.6179","0.72","14.20","-","2016-06-11 13:09:16"
"Pokharan No. 1 Road","502+03206","Dhramveer Anand Chintamani Dighe Marg","7.9062","0.74","12.79","-","2016-06-11 13:09:16"
"Pokharan No. 1 Road","502-03206","V. V. Shirwadkar Marg","6.1802","0.70","16.14","+","2016-06-11 13:09:26"
"Pokharan No. 1 Road","502-03206","Cadbury Company Chowk/Eastern Express Highway","6.4112","0.70","15.13","+","2016-06-11 13:09:26"
"Pokharan No. 1 Road","502-03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","4.2116","0.72","11.40","+","2016-06-11 13:09:26"
"Kamgar Hospital No 33 Road","502+02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","7.3553","0.70","15.84","-","2016-06-11 13:19:57"
"Kamgar Hospital No 33 Road","502-02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","7.8835","0.70","14.67","+","2016-06-11 13:19:57"
"Kamgar Hospital No 33 Road","502-02924","Wagle Industrial Estate","6.2513","0.70","14.29","+","2016-06-11 13:19:57"
"Krishna Nagar No 2 Road","502+02946","Hutatma Maruti Kumar Path/Dr. Ambedkar Path","6.0501","0.70","14.63","-","2016-06-11 13:19:02"
"Krishna Nagar No 2 Road","502-02946","Edulji Road","6.2031","0.72","14.37","+","2016-06-11 13:19:02"
"Eastern Express Highway","502-03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","4.4918","0.95","33.26","+","2016-06-11 13:19:56"
"Eastern Express Highway","502-03126","Savitribai Phule Marg","4.1635","0.97","34.85","+","2016-06-11 13:19:56"
"Eastern Express Highway","502-03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","4.7879","0.98","33.78","+","2016-06-11 13:19:56"
"Eastern Express Highway","502-03126","Late Mahadev Gopal Patil Marg","5.4477","0.98","33.33","+","2016-06-11 13:19:56"
"Eastern Express Highway","502-03126","Sai Baba Mandir Road","5.7871","0.98","34.18","+","2016-06-11 13:19:56"
"Eastern Express Highway","502-03126","Advokate Almeda Marg","6.9885","0.98","25.54","+","2016-06-11 13:19:56"
"Eastern Express Highway","502+03126","Sai Baba Mandir Road","3.0355","0.88","42.82","-","2016-06-11 13:19:37"
"Eastern Express Highway","502+03126","Late Mahadev Gopal Patil Marg","3.5747","0.87","47.64","-","2016-06-11 13:19:37"
"Eastern Express Highway","502+03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","3.7108","0.89","47.81","-","2016-06-11 13:19:37"
"Eastern Express Highway","502+03126","Savitribai Phule Marg","3.4856","0.90","48.03","-","2016-06-11 13:19:37"
"Eastern Express Highway","502+03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","2.0119","0.90","49.18","-","2016-06-11 13:19:37"
"Pokharan No. 1 Road","502+03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","6.8582","0.70","12.18","-","2016-06-11 13:19:04"
"Pokharan No. 1 Road","502+03206","Cadbury Company Chowk/Eastern Express Highway","6.5170","0.71","11.06","-","2016-06-11 13:19:04"
"Pokharan No. 1 Road","502+03206","V. V. Shirwadkar Marg","6.6547","0.72","14.13","-","2016-06-11 13:19:04"
"Pokharan No. 1 Road","502+03206","Dhramveer Anand Chintamani Dighe Marg","8.0457","0.71","12.34","-","2016-06-11 13:19:04"
"Pokharan No. 1 Road","502-03206","V. V. Shirwadkar Marg","6.3990","0.70","15.71","+","2016-06-11 13:19:27"
"Pokharan No. 1 Road","502-03206","Cadbury Company Chowk/Eastern Express Highway","6.4499","0.70","15.06","+","2016-06-11 13:19:27"
"Pokharan No. 1 Road","502-03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","4.4149","0.70","11.18","+","2016-06-11 13:19:27"
"Kamgar Hospital No 33 Road","502+02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","7.5700","0.70","15.37","-","2016-06-11 13:28:58"
"Kamgar Hospital No 33 Road","502-02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","7.5538","0.77","15.40","+","2016-06-11 13:28:58"
"Kamgar Hospital No 33 Road","502-02924","Wagle Industrial Estate","5.7454","0.80","15.16","+","2016-06-11 13:28:58"
"Krishna Nagar No 2 Road","502+02946","Hutatma Maruti Kumar Path/Dr. Ambedkar Path","5.9350","0.70","14.83","-","2016-06-11 13:28:02"
"Krishna Nagar No 2 Road","502-02946","Edulji Road","6.3223","0.71","14.16","+","2016-06-11 13:28:03"
"Eastern Express Highway","502-03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","3.1534","0.96","38.46","+","2016-06-11 13:28:56"
"Eastern Express Highway","502-03126","Savitribai Phule Marg","5.7233","0.95","27.32","+","2016-06-11 13:28:56"
"Eastern Express Highway","502-03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","6.1197","0.95","26.96","+","2016-06-11 13:28:56"
"Eastern Express Highway","502-03126","Late Mahadev Gopal Patil Marg","5.6607","0.97","32.13","+","2016-06-11 13:28:56"
"Eastern Express Highway","502-03126","Sai Baba Mandir Road","5.7187","0.94","34.60","+","2016-06-11 13:28:56"
"Eastern Express Highway","502-03126","Advokate Almeda Marg","6.0280","0.97","31.12","+","2016-06-11 13:28:56"
"Eastern Express Highway","502+03126","Sai Baba Mandir Road","2.7098","0.78","44.02","-","2016-06-11 13:28:38"
"Eastern Express Highway","502+03126","Late Mahadev Gopal Patil Marg","3.0950","0.79","49.71","-","2016-06-11 13:28:38"
"Eastern Express Highway","502+03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","3.2562","0.80","49.79","-","2016-06-11 13:28:38"
"Eastern Express Highway","502+03126","Savitribai Phule Marg","3.1042","0.79","49.67","-","2016-06-11 13:28:38"
"Eastern Express Highway","502+03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","2.8861","0.80","45.78","-","2016-06-11 13:28:38"
"Pokharan No. 1 Road","502+03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","6.9202","0.70","12.08","-","2016-06-11 13:28:04"
"Pokharan No. 1 Road","502+03206","Cadbury Company Chowk/Eastern Express Highway","6.5195","0.70","11.06","-","2016-06-11 13:28:04"
"Pokharan No. 1 Road","502+03206","V. V. Shirwadkar Marg","7.0144","0.70","13.49","-","2016-06-11 13:28:04"
"Pokharan No. 1 Road","502+03206","Dhramveer Anand Chintamani Dighe Marg","8.0784","0.70","12.15","-","2016-06-11 13:28:04"
"Pokharan No. 1 Road","502-03206","V. V. Shirwadkar Marg","6.6065","0.70","15.31","+","2016-06-11 13:28:27"
"Pokharan No. 1 Road","502-03206","Cadbury Company Chowk/Eastern Express Highway","6.4603","0.70","15.04","+","2016-06-11 13:28:27"
"Pokharan No. 1 Road","502-03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","4.5036","0.70","11.08","+","2016-06-11 13:28:27"
"Kamgar Hospital No 33 Road","502+02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","7.6622","0.70","15.16","-","2016-06-11 13:39:58"
"Kamgar Hospital No 33 Road","502-02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","8.0030","0.72","14.39","+","2016-06-11 13:39:58"
"Kamgar Hospital No 33 Road","502-02924","Wagle Industrial Estate","6.1287","0.74","14.50","+","2016-06-11 13:39:58"
"Krishna Nagar No 2 Road","502+02946","Hutatma Maruti Kumar Path/Dr. Ambedkar Path","7.9497","0.77","11.35","-","2016-06-11 13:39:04"
"Krishna Nagar No 2 Road","502-02946","Edulji Road","6.3748","0.70","14.07","+","2016-06-11 13:39:01"
"Eastern Express Highway","502-03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","1.4679","0.96","44.10","+","2016-06-11 13:39:56"
"Eastern Express Highway","502-03126","Savitribai Phule Marg","3.7871","0.85","36.35","+","2016-06-11 13:39:56"
"Eastern Express Highway","502-03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","3.631","0.90","39.13","+","2016-06-11 13:39:56"
"Eastern Express Highway","502-03126","Late Mahadev Gopal Patil Marg","4.0283","0.89","41.30","+","2016-06-11 13:39:56"
"Eastern Express Highway","502-03126","Sai Baba Mandir Road","4.4167","0.90","42.55","+","2016-06-11 13:39:56"
"Eastern Express Highway","502-03126","Advokate Almeda Marg","4.2804","0.90","41.28","+","2016-06-11 13:39:56"
"Eastern Express Highway","502+03126","Sai Baba Mandir Road","2.5635","0.73","44.56","-","2016-06-11 13:39:39"
"Eastern Express Highway","502+03126","Late Mahadev Gopal Patil Marg","2.8006","0.74","50.97","-","2016-06-11 13:39:39"
"Eastern Express Highway","502+03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","3.0699","0.74","50.60","-","2016-06-11 13:39:39"
"Eastern Express Highway","502+03126","Savitribai Phule Marg","2.9330","0.74","50.40","-","2016-06-11 13:39:39"
"Eastern Express Highway","502+03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","3.5443","0.74","43.23","-","2016-06-11 13:39:39"
"Pokharan No. 1 Road","502+03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","6.9476","0.70","12.04","-","2016-06-11 13:39:03"
